Huye O
Tristán O
por O
aquí O
Notable O
desdicha O
ha O
sido O
Si O
nos O
habrá O
conocido O
No O
sé O
presumo O
que O
sí O
Váyanse O
y O
entre O
tras O
ellos O
condesa O
de O
Belflor O
Ah O
gentilhombre O
Esperad O
v O
Teneos O
Oíd O
Qué O
digo O
Esto O
se O
ha O
de O
usar O
conmigo O
Volved O
mirad O
escuchad O
Hola O
No O
hay O
aquí O
un O
crïado O
Hola O
No O
hay O
un O
hombre O
aquí O
Pues O
no O
es O
sombra O
lo O
que O
vi O
ni O
sueño O
que O
me O
ha O
burlado O
Hola O
Todos O
duermen O
ya O
Sale O
criado O
Llama O
vuestra O
señoría O
Para O
la O
cólera O
mía O
gusto O
esa O
flema O
me O
da O
Corred O
necio O
enhoramala O
pues O
merecéis O
este O
nombre O
y O
mirad O
quién O
es O
un O
hombre O
que O
salió O
de O
aquesta O
sala O
Desta O
sala O
Caminad O
y O
responded O
con O
los O
pies O
Voy O
tras O
él O
Sabed O
quién O
es O
Hay O
tal O
traición O
tal O
maldad O
Sale O
Aunque O
su O
voz O
escuchaba O
a O
tal O
hora O
no O
creía O
que O
era O
vuestra O
señoría O
quien O
tan O
aprisa O
llamaba O
Muy O
lindo O
santelmo O
hacéis O
Bien O
temprano O
os O
acostáis O
Con O
la O
flema O
que O
llegáis O
Qué O
despacio O
que O
os O
movéis O
Andan O
hombres O
en O
mi O
casa O
a O
tal O
hora O
y O
aun O
los O
siento O
casi O
en O
mi O
propio O
aposento O
que O
no O
sé O
yo O
dónde O
pasa O
tan O
grande O
insolencia O
tavio O
y O
vós O
muy O
a O
lo O
escudero O
cuando O
yo O
me O
desespero O
ansí O
remediáis O
mi O
agravio O
Aunque O
su O
voz O
escuchaba O
a O
tal O
hora O
no O
creía O
que O
era O
vuestra O
señoría O
quien O
tan O
aprisa O
llamaba O
Volveos O
que O
no O
soy O
yo O
acostaos O
que O
os O
hará O
mal O
Sale O
Señora O
No O
he O
visto O
tal O
como O
un O
gavilán O
partió O
Viste O
las O
señas O
Qué O
señas O
Una O
capa O
no O
llevaba O
con O
oro O
Cuando O
bajaba O
la O
escalera O
Hermosas O
dueñas O
sois O
los O
hombres O
de O
mi O
casa O
a O
la O
lámpara O
tiró O
el O
sombrero O
y O
la O
mató O
con O
esto O
los O
patios O
pasa O
y O
en O
lo O
escuro O
del O
portal O
saca O
