Dar O
quiero O
a O
mi O
reino O
gusto O
Fuera O
de O
que O
el O
cielo O
ama O
tu O
valor O
Príncipe O
justo O
César O
el O
reino O
te O
llama O
y O
el O
mundo O
César O
Augusto O
Fuera O
de O
ser O
buen O
cristiano O
no O
puede O
una O
rey O
hacer O
cosa O
más O
de O
piadoso O
y O
humano O
ni O
tan O
justa O
y O
provechosa O
como O
casarte O
temprano O
Y O
tú O
que O
otra O
vez O
lo O
has O
sido O
y O
herederos O
no O
has O
tenido O
con O
mayor O
obligación O
estás O
a O
tu O
sucesión O
y O
al O
bien O
del O
reino O
afligido O
El O
no O
estar O
determinado O
Vuestra O
Alteza O
gran O
señor O
nos O
pone O
a O
todos O
cuidado O
pues O
no O
la O
cumple O
en O
rigor O
ya O
que O
la O
palabra O
ha O
dado O
Pues O
quiere O
casarse O
elija O
una O
hermosa O
hermana O
o O
hija O
de O
un O
señor O
propio O
o O
extraño O
tal O
que O
nos O
dé O
al O
primer O
año O
quien O
estos O
estados O
rija O
No O
les O
hallo O
otro O
pesar O
Cleonardo O
amigo O
a O
los O
reyes O
sino O
el O
forzoso O
casar O
por O
las O
más O
bárbaras O
leyes O
que O
se O
pudieron O
pensar O
Lo O
que O
ha O
de O
ser O
escogido O
con O
el O
alma O
y O
con O
la O
vista O
que O
es O
el O
primero O
sentido O
cuando O
mucho O
lo O
conquista O
la O
fama O
por O
el O
oído O
A O
lo O
que O
no O
vi O
ni O
oí O
tengo O
de O
tener O
amor O
Dudas O
que O
es O
posible O
ansí O
amar O
tu O
mismo O
valor O
lo O
que O
es O
semejante O
a O
ti O
Si O
amor O
se O
engendra O
de O
iguales O
entre O
personas O
reales O
aunque O
en O
naciones O
distintas O
asiste O
en O
horas O
sucintas O
para O
siglos O
inmortales O
Pero O
qué O
te O
persüado O
el O
poco O
gusto O
que O
tiene O
Su O
Alteza O
de O
ser O
casado O
Con O
este O
engaño O
entretiene O
remisamente O
su O
estado O
Torne O
Vuestra O
Alteza O
a O
ver O
estos O
retratos O
agora O
que O
entre O
ellos O
no O
puede O
ser O
que O
falte O
alguna O
señora O
digna O
de O
ser O
su O
mujer O
Que O
del O
mundo O
la O
mejor O
en O
esta O
pequeña O
caja O
tiene O
encerrado O
el O
amor O
el O
provecho O
con O
ventaja O
y O
el O
extremado O
valor O
guarda O
estos O
rostros O
suaves O
como O
el O
arca O
de O
tres O
llaves O
el O
cielo O
que O
los O
ha O
hecho O
que O
amor O
valor O
y O
provecho O
las O
tienen O
por O
hombres O
graves O
Muestra O
y O
otra O
vez O
veré O
si O
hay O
alguna O
Floriseo O
que O
más O
contento O
me O
dé O
aunque O
de O
amor O
el O
deseo O
no O
se O
sustenta O
de O
fe O
Quiere O
ver O
la O
semejanza O
porque O
lo O
que O
a O
ver O
no O
alcanza O
por O
fe O
no O
lo O
ha O
de O
creer O
Antes O
se O
suele O
encender O
el O
amor O
con O
la O
esperanza O
y O
la O
esperanza O
a O
la O
fe O
que O
es O
de O
lo O
que O
no O
se O
ve O
Eso O
es O
en O
cosas O
del O
cielo O
que O
en O
los O
deseos O
del O
suelo O
la O
vista O
la O
causa O
fue O
Abre O
y O
muéstrame O
el O
primero O
Qué O
de O
naipes O
Es O
baraja O
con O
que O
amor O
juega O
No O
quiero O
con O
jugador O
de O
ventaja O
aventurar O
mi O
dinero O
Mas O
plega O
al O
cielo O
que O
acierte O
hacer O
contigo O
una O
suerte O
que O
será O
de O
Rey O
encuentro O
y O
cuantos O
hay O
aquí O
dentro O
todos O
son O
reyes O
advierte O
Creo O
que O
me O
has O
de O
encontrar O
a O
pesar O
de O
cuantas O
leyes O
me O
han O
estorbado O
casar O
porque O
baraja O
de O
reyes O
no O
puede O
tener O
azar O
Esta O
mira O
que O
es O
la O
infanta O
del O
polonio O
rey O
Luis O
Esta O
ni O
mata O
ni O
espanta O
estese O
agora O
en O
Dantís O
que O
aunque O
es O
sirena O
no O
canta O
Si O
como O
Ulises O
el O
mar O
atado O
quieres O
pasar O
qué O
sirena O
ha O
de O
vencerte O
Es O
para O
no O
ver O
la O
muerte O
antídoto O
el O
no O
mirar O
La O
de O
Ingalaterra O
es O
esta O
