Yo O
hice O
salva O
en O
presencia O
de O
la O
hermosura O
del O
alba O
a O
los O
muros O
de O
Valencia B-LOC
mas O
no O
responde O
a O
mi O
salva O
si O
anda O
la O
envidia O
en O
mi O
ausencia O
Si O
el O
Rey O
de O
Sicilia B-LOC
viene O
a O
vengar O
su O
hijo O
y O
salgo O
adonde O
cien O
naves O
tiene O
y O
no O
por O
lo O
que O
yo O
valgo O
hago O
que O
su O
curso O
enfrene O
sino O
por O
vuestro O
valor O
españoles O
generosos O
no O
era O
bien O
darnos O
honor O
No O
te O
aflijas O
que O
por O
dicha O
está O
el O
Rey O
en O
Aragón B-LOC
Que O
en O
Zaragoza B-LOC
estuviera O
para O
que O
cuando O
me O
viera O
en O
Valencia B-LOC
a O
tan O
noble O
y O
rara O
victoria O
fiestas O
hiciera O
No O
digo O
que O
la O
española O
destreza O
que O
hoy O
acrisola O
las O
armas O
justas O
me O
hiciera O
mas O
que O
en O
sus O
muros O
pusiera O
Valencia B-LOC
una O
lumbre O
sola O
Luego O
que O
con O
esta O
armada O
partiste O
ilustre O
don O
Lope O
a O
buscar O
la O
de O
Rogerio O
que O
la O
costa O
a O
España B-LOC
corre O
en O
venganza O
de O
la O
muerte O
de O
su O
hijo O
que O
una O
noche O
mató O
el O
príncipe O
don O
Pedro O
que O
estaba O
en O
Sicilia B-LOC
entonces O
bien O
que O
por O
ser O
en O
torneos O
no O
fue O
venganza O
conforme O
pero O
la O
muerte O
de O
un O
hijo O
obliga O
a O
hacer O
sinrazones O
Vino O
una O
noche O
y O
aun O
muchas O
con O
tantos O
armados O
hombres O
como O
si O
a O
Sicilia B-LOC
fuera O
contra O
el O
fuego O
de O
sus O
montes O
Dicen O
que O
trajo O
instrumentos O
de O
música O
y O
de O
voces O
pero O
ausentes O
los O
maridos O
son O
los O
silencios O
mejores O
Dábalas O
tu O
fama O
al O
cielo O
y O
de O
este O
delito O
enorme O
oyolas O
tu O
viejo O
padre O
que O
descansaba O
en O
Segorbe B-LOC
Con O
guerra O
Lope O
te O
aguardan O
y O
lo O
menos O
con O
prisiones O
Valencia B-LOC
se O
llamó O
Roma B-LOC
y O
pues O
fue O
su O
antiguo O
nombre O
hoy O
querrá O
serlo O
contigo O
y O
tú O
de O
sus O
Scipiones O
hoy O
serás O
el O
Africano O
tan O
victorioso O
y O
tan O
pobre O
La O
espada O
contra O
don O
Pedro O
gran O
Príncipe O
de O
Aragón B-LOC
Prenderme O
es O
la O
mejor O
prenda O
de O
que O
vuestro O
General O
es O
desdichado O
y O
leal O
cuando O
más O
el O
Rey O
le O
ofenda O
Váyase O
y O
salgan O
el O
Rey O
don O
Alonso O
de O
Aragón B-LOC
y O
don O
Pedro O
su O
hijo O
Premia O
a O
tu O
General O
que O
con O
vitoria O
viene O
del O
rey O
Rogerio O
de O
Sicilia B-LOC
Suplícote O
se O
la O
des O
Está O
don O
Lope O
en O
Valencia B-LOC
Volvereme O
de O
esa O
suerte O
al O
Príncipe O
mi O
señor O
Invicto O
Pedro O
de O
quien O
tiembla O
Italia B-LOC
en O
cuyo O
nombre O
vengo O
de O
vencer O
un O
hombre O
por O
vuestra O
virtud O
también O
que O
tiene O
en O
el O
mundo O
fama O
de O
ser O
otro O
Scipión O
Yo O
no O
le O
he O
dado O
honra O
a O
mi O
patria O
y O
la O
real O
bandera O
de O
Alfonso O
de O
Aragón B-LOC
entronizado O
España B-LOC
Advertir O
que O
os O
notifico O
que O
salgáis O
dentro O
de O
un O
día O
desterrados O
de O
Aragón B-LOC
Si O
está O
dentro O
del O
muro O
de O
Valencia B-LOC
tráelo O
a O
mi O
presencia O
y O
si O
es O
partido O
quejoso O
y O
desabrido O
gente O
envía O
que O
le O
traiga O
Yo O
iré O
determinado O
que O
aunque O
vaya O
a O
Argel B-LOC
hasta O
su O
plaza O
he O
de O
seguirle O
y O
amigo O
conducille O
a O
tu O
servicio O
Haz O
señora O
que O
reciba O
esta O
armada O
y O
esta O
gente O
con O
el O
laurel O
de O
Aragón B-LOC
Presente O
vive O
el O
pasado O
hablando O
en O
él O
pero O
advierte O
Vino O
a O
Sicilia B-LOC
a O
unas O
fiestas O
el O
príncipe O
de O
Aragón B-LOC
Fue O
Tancredo O
mas O
mira O
si O
se O
escribió O
de O
algún O
hombre O
en O
Roma B-LOC
o O
Grecia B-LOC
tan O
notable O
corazón O
que O
de O
mil O
hombres O
armados O
el O
español O
se O
libró O
dejando O
a O
mi O
hermano O
muerto O
y O
a O
mí O
muriendo O
de O
amor O
Hizo O
mi O
padre O
una O
armada O
con O
