Qué O
lindas O
posadas O
Frescas O
No O
hay O
calor O
Chinches O
y O
ropa O
tienen O
fama O
en O
toda O
Europa B-LOC
Famoso O
lugar O
Illescas B-LOC
Como O
aquí O
Turín O
se O
juntan O
de O
la O
Corte O
y O
de O
Sevilla B-LOC
Andalucía B-LOC
y O
Castilla B-LOC
unos O
a O
otros O
preguntan O
unos O
de O
las O
Indias B-LOC
cuentan O
y O
otros O
con O
discursos O
largos O
de O
provisiones O
y O
cargos O
cosas O
que O
el O
vulgo O
alimentan O
No O
tomaste O
las O
medidas O
Una O
docena O
tomé O
Y O
imágenes O
Con O
la O
fe O
que O
son O
de O
España B-LOC
admitidas O
por O
milagrosas O
en O
todo O
cuanto O
en O
cualquiera O
ocasión O
les O
pide O
la O
devoción O
y O
el O
nombre O
Pues O
dese O
modo O
lleguen O
las O
postas O
y O
vamos O
Es O
Madrid B-LOC
una O
talega O
de O
piezas O
donde O
se O
anega O
cuanto O
su O
máquina O
pare O
Los O
reyes O
roques O
y O
arfiles O
conocidas O
casas O
tienen O
los O
demás O
que O
van O
y O
vienen O
son O
como O
peones O
viles O
Escucha O
un O
momento O
salía O
por O
donde O
suele O
el O
sol O
muy O
galán O
y O
rico O
con O
la O
librea O
del O
rey O
colorado O
y O
amarillo O
andaban O
los O
carretones O
quitándole O
el O
romadizo O
que O
da O
la O
noche O
a O
Madrid B-LOC
aunque O
no O
sé O
quién O
me O
dijo O
que O
era O
la O
calle O
Mayor O
el O
soldado O
más O
antiguo O
pues O
nunca O
el O
mayor O
de O
Flandes B-LOC
presentó O
tantos O
servicios O
Por O
la O
calle O
de O
Toledo B-LOC
dicen O
que O
entró O
por O
la O
posta O
Pues O
cómo O
no O
llega O
ya O
Ya O
está O
en O
Madrid B-LOC
tu O
marido O
Lo O
que O
es O
el O
entendimiento O
a O
toda O
España B-LOC
Verdad O
es O
que O
Cicerón O
tuvo O
a O
Marco O
Tulio O
en O
Roma B-LOC
No O
era O
tan O
blanco O
en O
Granada B-LOC
Juan O
Latino O
que O
la O
hija O
de O
un O
Veinticuatro O
enseñaba O
y O
siendo O
negro O
y O
esclavo O
porque O
fue O
su O
madre O
esclava O
del O
claro O
Duque O
de O
Sessa O
honor O
de O
España B-LOC
y O
de O
Italia B-LOC
Tú O
en O
la O
tierra O
y O
de O
Madrid B-LOC
donde O
hay O
tantos O
vendavales O
de O
intereses O
en O
los O
hombres O
no O
fue O
milagro O
mudarte O
Amor O
cansado O
de O
ver O
tanto O
interés O
en O
las O
damas O
y O
que O
por O
desnudo O
y O
pobre O
ninguna O
favor O
le O
daba O
pasose O
a O
las O
Indias B-LOC
vendió O
el O
aljaba O
que O
más O
quiere O
doblones O
que O
vidas O
y O
almas O
Trató O
en O
las O
Indias B-LOC
Amor O
no O
en O
joyas O
seda O
y O
holandas O
sino O
en O
ser O
sutil O
tercero O
de O
billetes O
y O
de O
cartas O
Volvió O
de O
las O
Indias B-LOC
con O
oro O
y O
plata O
que O
el O
Amor O
bien O
vestido O
rinde O
las O
damas O
De O
dó O
viene O
de O
dó O
viene O
Viene O
de O
Panamá B-LOC
Adónde O
se O
fue O
A O
Toledo B-LOC
Bien O
hizo O
No O
tengas O
miedo O
que O
vuelva O
a O
Madrid B-LOC
Nunca O
te O
vieran O
mis O
ojos O
pues O
fuiste O
sola O
de O
mayor O
incendio O
en O
mí O
que O
fue O
Elena O
para O
Troya B-LOC
Desto O
os O
podéis O
alabar O
Nise O
pues O
en O
toda O
Europa B-LOC
no O
tiene O
igual O
vuestro O
ingenio O
No O
me O
dijiste O
que O
el O
dueño O
de O
mi O
deshonra O
estaba O
en O
Toledo B-LOC
A O
Sevilla B-LOC
vas O
en O
fin O
En O
fin O
a O
Sevilla B-LOC
voy O
sólo O
a O
procurar O
mi O
fin O
Morir O
doña O
Ana O
pensando O
quien O
queda O
en O
Madrid B-LOC
presente O
tu O
gusto O
solicitando O
Ay O
de O
quien O
se O
va O
a O
Sevilla B-LOC
a O
negocios O
de O
un O
indiano O
adonde O
por O
maravilla O
vendrá O
una O
carta O
a O
mi O
mano O
No O
agravies O
Félix O
mi O
amor O
y O
pues O
de O
ausencia O
el O
consuelo O
y O
la O
obligación O
mayor O
es O
escribir O
el O
ausente O
al O
que O
deja O
lo O
que O
siente O
no O
venga O
a O
Madrid B-LOC
correo O
sin O
nuevas O
de O
tu O
deseo O
y O
que O
tu O
salud O
me O
cuente O
Dícenme O
que O
hay O
en O
Sevilla B-LOC
hermosuras O
con O
tal O
brío O
que O
exceden O
las O
de O
Castilla B-LOC
Si O
en O
Getafe B-LOC
no O
tenéis O
quien O
esa O
belleza O
rara O
no O
trate O
como O
queréis O
para O
qué O
os O
laváis O
la O
cara O
con O
lágrimas O
que O
vertéis O
De O
Getafe B-LOC
aldea O
tan O
grande O
que O
acoge O
a O
dos O
mil O
vecinos O
iba O
yo O
a O
la O
corte O
Jamás O
de O
Madrid B-LOC
saqué O
pretensiones O
que O
no O
las O
dejase O
en O
su O
puente O
o O
bosque O
mas O
pasando O
un O
día O
ya O
tú O
me O
conoces O
libre O
como O
un O
ave O
dura O
como O
un O
bronce O
Jamás O
de O
Madrid B-LOC
saqué O
pretensiones O
que O
no O
las O
dejase O
en O
su O
puente O
o O
bosque O
mas O
pasando O
un O
día O
ya O
tú O
me O
conoces O
libre O
como O
un O
ave O
dura O
como O
un O
bronce O
Aquí O
señora O
estaré O
más O
años O
que O
en O
la O
ciudad O
de O
Troya B-LOC
el O
príncipe O
griego O
La O
cena O
y O
cama O
adereza O
que O
está O
muy O
lejos O
Sevilla B-LOC
Harto O
más O
Madrid B-LOC
Los O
carros O
de O
Toledo B-LOC
que O
preñados O
de O
gente O
aquí O
la O
paren O
Ni O
el O
mesón O
ni O
la O
gente O
sufrir O
puedo O
Hacedme O
por O
Dios O
placer O
de O
que O
vamos O
a O
buscar O
una O
bolsa O
que O
ha O
perdido O
mi O
dueño O
que O
me O
ha O
querido O
de O
puro O
enojo O
matar O
tiene O
docientos O
ducados O
con O
que O
vamos O
a O
Sevilla B-LOC
Id O
con O
Dios O
que O
sale O
el O
día O
por O
Madrid B-LOC
y O
no O
querría O
que O
me O
viese O
acompañado O
Parte O
luego O
en O
el O
rocín O
a O
Madrid B-LOC
Y O
en O
Getafe B-LOC
vivirás O
Veniste O
de O
Sevilla B-LOC
haciendo O
extremos O
enamorado O
desta O
cortesana O
vesla O
en O
Madrid B-LOC
es O
bella O
y O
te O
resuelves O
a O
no O
casarte O
Pues O
mira O
tú O
cómo O
mintió O
la O
fama O
porque O
a O
Sevilla B-LOC
llegará O
primero O
Fuese O
a O
Sevilla B-LOC
Sí O
