Dese O
a O
prisión O
vuestra O
alteza O
Burlas O
De O
veras O
lo O
digo O
Conde O
Señor O
Conde O
amigo O
vete O
y O
guarda O
tu O
cabeza O
Si O
yo O
de O
mi O
autoridad O
prenderte O
señor O
quisiera O
entonces O
temer O
pudiera O
castigo O
y O
riguridad O
Pero O
tu O
padre O
me O
manda O
que O
te O
mate O
o O
que O
te O
prenda O
Que O
esto O
conde O
el O
príncipe O
pretenda O
Tan O
ciego O
en O
mis O
cosas O
anda O
Matarme O
a O
mí O
No O
se O
entiende O
que O
te O
ha O
mandado O
matar O
que O
es O
manera O
de O
espantar O
al O
preso O
que O
se O
defiende O
Y O
cuando O
así O
lo O
mandara O
ni O
tu O
padre O
mi O
príncipe O
fuera O
ni O
el O
conde O
le O
obedeciera O
ni O
en O
tu O
su O
acero O
infamara O
Que O
este O
que O
para O
prenderte O
de O
la O
vaina O
no O
ha O
salido O
da O
muestras O
que O
no O
ha O
tenido O
pensamiento O
de O
ofenderte O
Que O
si O
por O
bien O
su O
alteza O
hubiera O
yo O
aquí O
llegado O
ya O
se O
hubiera O
el O
sol O
mirado O
en O
su O
lealtad O
y O
limpieza O
Que O
porque O
a O
prenderte O
vengo O
no O
le O
he O
querido O
sacar O
pues O
solo O
te O
he O
de O
forzar O
con O
las O
razones O
que O
tengo O
Y O
en O
fin O
la O
que O
más O
esfuerza O
es O
venir O
yo O
tan O
forzado O
si O
ya O
no O
estás O
obligado O
más O
al O
autor O
de O
la O
fuerza O
que O
es O
padre O
y O
padre O
con O
ira O
que O
luego O
se O
ha O
de O
aplacar O
Al O
príncipe O
me O
he O
de O
sujetar O
si O
ya O
caduca O
y O
delira O
Gentil O
y O
justa O
obediencia O
Sépase O
el O
delito O
mío O
y O
vive O
Dios O
que O
confío O
de O
un O
contrario O
la O
sentencia O
Es O
más O
que O
tener O
amor O
a O
una O
mujer O
No O
es O
tu O
igual O
Y O
esa O
es O
causa O
principal O
si O
es O
de O
mi O
gusto O
el O
mayor O
Para O
tenerle O
por O
dicha O
ha O
de O
ser O
alguna O
diosa O
Ah O
conde O
no O
es O
otra O
cosa O
sino O
mi O
antigua O
desdicha O
Y O
estos O
viejos O
una O
vez O
no O
vuelven O
atrás O
los O
ojos O
mas O
de O
sus O
propios O
antojos O
quién O
será O
justo O
juez O
En O
estando O
algún O
anciano O
de O
todo O
punto O
impedido O
luego O
es O
el O
mozo O
perdido O
altanero O
loco O
y O
vano O
Luego O
todo O
es O
dar O
consejo O
de O
ejemplo O
suyo O
adornado O
Ah O
Dios O
quién O
lo O
ha O
pasado O
les O
diera O
un O
presente O
espejo O
Que O
a O
fe O
que O
aunque O
más O
se O
abonan O
vieran O
en O
otras O
edades O
las O
faltas O
y O
liviandades O
que O
a O
ningún O
mozo O
perdonan O
No O
carece O
de O
misterio O
del O
príncipe O
tu O
padre O
el O
rigor O
si O
ha O
de O
resultar O
tu O
amor O
en O
tu O
afrenta O
y O
vituperio O
de O
donde O
se O
ha O
de O
seguir O
que O
él O
y O
el O
reino O
lo O
padezcan O
Y O
que O
mis O
culpas O
merezcan O
tales O
razones O
oír O
Hay O
semejante O
maldad O
Yo O
deshonra O
Por O
qué O
En O
qué O
Temen… O
Dilo O
No O
lo O
sé O
ni O
lo O
afirmo O
por O
verdad O
pero O
dicen O
que O
le O
has O
dado O
palabra O
de O
casamiento O
que O
es O
notable O
detrimento O
de O
tu O
honor O
y O
de O
tu O
estado O
por O
ser O
Laura O
hija O
de O
un O
hombre O
señor O
de O
un O
pobre O
castillo O
cercado O
de O
un O
montecillo O
que O
aun O
apenas O
tiene O
nombre O
Y O
en O
fin O
mujer… O
Calla O
necio O
que O
te O
han O
informado O
mal O
y O
esta O
es O
causa O
principal O
de O
perdonar O
tu O
desprecio O
Que O
si O
no O
por O
esta O
luz O
del O
sol O
y O
de O
Laura O
hurtada O
que O
te O
metiera O
la O
espada O
desde O
la O
punta O
a O
la O
cruz O
Quien O
a O
Laura O
ha O
de O
nombrar O
ha O
de O
ser O
con O
el O
respeto O
debido O
al O
justo O
conceto O
de O
lo O
que O
yo O
puedo O
amar O
Lo O
que O
es O
digno O
que O
lo O
ame O
conde O
un O
hombre O
como O
yo O
por O
ventura O
mereció O
que O
tu O
boca O
nombre O
infame O
Si O
acaso O
bien O
me O
estuviera O
hoy O
a O
Laura O
te O
mostrara O
porque O
con O
más O
bella O
cara O
como O
otra O
Medusa O
fuera O
Y O
aun O
ese O
padre O
ignorante O
que O
tiene O
entrañas O
de O
monte O
fuera O
de O
nuestro O
horizonte O
otro O
endurecido O
Atlante O
Cuando O
nombrarla O
permita O
será O
con O
el O
mismo O
celo O
que O
suele O
nombrarse O
el O
cielo O
a O
quien O
Laura O
tanto O
imita O
Si O
eso O
hablarte O
merecía O
mi O
inocencia O
es O
bien O
fundada O
no O
saques O
señor O
la O
espada O
que O
aquí O
podrás O
con O
la O
mía O
Toma O
y O
pasarás O
el O
pecho O
más O
leal O
y O
desdichado O
que O
al O
dueño O
lo O
mal O
hablado O
nunca O
dio O
mejor O
provecho O
Pásale O
aunque O
él O
no O
pecó O
ni O
este O
pago O
merecía O
quedará O
la O
lengua O
fría O
con O
que O
tu O
Laura O
ofendió O
De O
la O
cual O
yo O
sé O
muy O
bien O
que O
es O
discreción O
peregrina O
que O
es O
hermosa O
divina O
y O
ángel O
del O
cielo O
también O
Pero O
este O
tu O
padre O
airado O
nos O
hace O
hablar O
en O
tu O
mengua O
Si O
me O
ha O
ofendido O
tu O
lengua O
tu O
lengua O
me O
ha O
regalado O
yo O
te O
perdono O
y O
me O
doy O
por O
tu O
preso O
conde O
amigo O
Ya O
no O
has O
de O
ir O
preso O
conmigo O
Basta O
conde O
preso O
voy O
Esto O
es O
mi O
gusto O
Pues O
ven O
que O
en O
esta O
torre O
has O
de O
entrar O
Hanme O
también O
de O
guardar O
estos O
criados O
También O
Pues O
dile O
al O
príncipe O
que O
estoy O
preso O
Esto O
es O
hecho-Alerta O
y O
aguarda O
Entrense O
Oranteo O
y O
Rufino O
Aquí O
es O
hoy O
cuerpo O
de O
guarda O
Q O
me O
ha O
pesado O
confieso O
Por O
qué O
Porque O
si O
este O
escapa O
de O
estas O
prisiones O
y O
enojos O
nos O
ha O
de O
quebrar O
los O
ojos O
cuando O
nos O
eche O
la O
capa O
Que O
matarnos O
ha O
al O
salir O
Como O
lo O
cuento O
Pues O
no O
Cuando O
prender O
se O
dejo O
sabe O
que O
no O
ha O
de O
morir O
y O
por O
esa O
niñería O
no O
ha O
de O
hacer O
tal O
crueldad O
No O
ves O
con O
qué O
libertad O
al O
conde O
matar O
quería O
Yo O
por O
mí O
si O
él O
salir O
quiere O
no O
le O
he O
de O
estorbar O
el O
paso O
Entonces O
lo O
que O
hace O
al O
caso O
es O
hacer O
lo O
que O
él O
hiciere O
Hase O
de O
jugar O
o O
hablar O
Jugar O
que O
es O
buena O
ocasión O
Aquí O
me O
come O
un O
doblón O
Contigo O
no O
he O
de O
jugar O
que O
me O
ha O
dicho O
cierto O
amigo O
que O
traes O
soga O
de O
ahorcado O
La O
necedad O
en O
que O
han O
dado O
los O
necios O
que O
andan O
conmigo O
Un O
hombre O
que O
desea O
suerte O
tan O
desdichado O
vivió O
con O
sus O
reliquias O
dejó O
tanta O
ventura O
en O
su O
muerte O
Un O
instrumento O
afrentoso O
de O
un O
hombre O
tan O
desdichado O
que O
vino O
a O
morir O
ahorcado O
puedo O
a O
un O
hombre O
hacer O
dichoso O
Cómo O
dais O
crédito O
tanto O
a O
un O
pedazo O
de O
soga O
que O
a O
un O
