Vos O
con O
Alfonso O
mi O
hijo O
Señora O
menos O
enojos O
Vos O
en O
la O
luz O
de O
mis O
ojos O
Mintió O
por O
Dios O
quien O
lo O
dijo O
que O
no O
hablé O
cosa O
con O
él O
que O
no O
fuese O
comedida O
Haré O
yo O
quitar O
la O
vida O
Dura O
madrastra O
cruel O
A O
quien O
le O
dé O
pesadumbre O
Cuando O
no O
fuera O
mi O
hermano O
basta O
saber O
como O
es O
llano O
que O
es O
de O
vuestros O
ojos O
lumbre O
Yo O
le O
he O
tenido O
el O
respeto O
que O
me O
había O
de O
tener O
Él O
a O
vos O
Quién O
ha O
de O
ser O
con O
tal O
sin O
razón O
discreto O
Quién O
tendrá O
paciencia O
aquí O
Don O
Pedro O
si O
respetáis O
a O
don O
Alonso O
es O
que O
estáis O
obligado O
a O
hacerlo O
así O
Si O
hemos O
de O
hablar O
con O
razón O
y O
no O
apasionadamente O
Vuestra O
Majestad O
bien O
siente O
que O
es O
suya O
la O
obligación O
pues O
sabe O
que O
es O
justa O
ley O
puesto O
que O
no O
lo O
confiesa O
que O
fue O
mi O
madre O
Teresa O
primera O
mujer O
del O
Rey O
De O
ella O
nací O
con O
derecho O
del O
Príncipe O
de O
Aragón B-LOC
La O
diferencia O
es O
razón O
que O
humille O
tu O
altivo O
pecho O
Yo O
soy O
del O
rey O
de O
Castilla B-LOC
hermana O
que O
a O
su O
pesar O
del O
Rey O
Moro O
en O
Gibraltar B-LOC
mira O
el O
de O
África B-LOC
su O
silla O
Y O
tu O
madre O
es O
como O
sabes O
aunque O
haya O
nobleza O
en O
él O
hija O
del O
Duque O
de O
Urgel B-LOC
Habla O
con O
palabras O
graves O
debidas O
a O
tu O
valor O
Tú O
me O
pierdes O
el O
respeto O
Incita O
Reina O
al O
efeto O
del O
Rey O
mi O
padre O
el O
furor O
Madrastra O
en O
fin O
Necio O
loco O
Mucho O
mi O
vista O
te O
enfada O
Reinará O
Alfonso O
Esta O
espada O
tendrá O
a O
todo O
el O
mundo O
en O
poco O
Empuña O
la O
espada O
y O
entra O
Señor O
qué O
es O
esto O
Pues O
cómo O
con O
la O
reina O
mi O
señora O
espada O
Hablándola O
ahora O
toqué O
solamente O
el O
pomo O
No O
quiso O
sino O
sacalla O
contra O
mí O
Bien O
sabe O
Dios O
como O
juez O
de O
los O
dos O
que O
solo O
quise O
tocalla O
porque O
me O
dijo O
que O
había O
de O
reinar O
Alfonso O
y O
yo O
saquela O
y O
dije O
que O
no O
mientras O
que O
yo O
la O
ceñía O
Pues O
qué O
más O
has O
de O
decir O
en O
presencia O
de O
su O
madre O
que O
no O
ha O
de O
reinar O
su O
padre O
Mi O
padre O
Extraño O
fingir O
Tu O
hijo O
dije O
señora O
que O
Alfonso O
dijiste O
aquí O
que O
reinaría O
Es O
ansí O
Pues O
no O
reina O
Alfonso O
agora O
Alfonso O
mi O
padre O
reina O
mas O
vive O
Dios O
que O
lo O
dijo O
por O
Alfonso O
que O
es O
su O
hijo O
El O
amor O
ciega O
a O
la O
Reina O
Señor O
lo O
que O
fuere O
sea O
mas O
debéis O
considerar O
lo O
que O
al O
Rey O
le O
ha O
de O
pesar O
cuando O
aquestas O
cosas O
crea O
Mirad O
que O
siempre O
los O
hombres O
creen O
a O
quien O
amor O
tienen O
y O
que O
supuesto O
que O
vienen O
a O
equivocarse O
los O
nombres O
podrá O
decir O
que O
decís O
que O
no O
reine O
vuestro O
padre O
Ha O
hablado O
mal O
de O
mi O
madre O
Justamente O
lo O
sentís O
pero O
vuestra O
discreción O
no O
había O
de O
dar O
lugar O
a O
que O
os O
pueda O
despreciar O
la O
mucha O
conversación O
En O
esto O
os O
culpo O
Sin O
esto O
en O
que O
de O
Alfonso O
tratéis O
tan O
mal O
aunque O
le O
tenéis O
a O
vuestro O
derecho O
opuesto O
que O
Dios O
os O
dará O
señor O
este O
reino O
pues O
es O
justo O
Habláis O
don O
Beltrán O
al O
justo O
de O
quien O
vence O
eso O
mejor O
Sois O
de O
mi O
padre O
privado O
mi O
padre O
a O
la O
Reina O
quiere O
que O
por O
ver O
su O
hijo O
muere O
injustamente O
jurado O
por O
príncipe O
de O
Aragón B-LOC
vos O
ayudaréis O
también O
Señor O
señor O
hacéis O
bien O
Que O
cosas O
presentes O
son O
Vendrá O
Beltrán O
algún O
día O
en O
que O
me O
habréis O
menester O
Vase O
Serviros O
sabré O
y O
verter O
por O
vos O
esta O
sangre O
mía O
Qué O
dice O
ese O
loco O
Advierte O
que O
mal O
te O
está O
en O
declararte O
Serás O
al O
fin O
de O
su O
parte O
Jamás O
intenté O
ofenderte O
Antes O
al O
Príncipe O
aquí O
le O
aconsejé O
te O
sirviese O
Y O
no O
quieres O
que O
me O
pese O
de O
que O
le O
trates O
ansí O
Señora O
no O
lo O
ha O
de O
ser O
No O
lo O
sea O
Si O
te O
sirvo O
en O
qué O
no O
crea O
que O
este O
reino O
ha O
de O
tener O
siendo O
príncipe O
heredero O
Qué O
enfadoso O
sois O
Beltrán O
Siempre O
las O
verdades O
dan O
Qué O
cansado O
caballero O
Vase O
la O
y O
quédase O
Servir O
diciendo O
un O
hombre O
lo O
que O
siente O
tratar O
verdad O
con O
claros O
desengaños O
no O
dejarse O
llevar O
a O
un O
mar O
de O
engaños O
al O
gusto O
del O
señor O
en O
la O
corriente O
vivir O
con O
el O
gobierno O
juntamente O
es O
trocar O
los O
provechos O
con O
los O
daños O
y O
hallarse O
al O
fin O
de O
los O
mejores O
años O
dando O
venganza O
al O
tiempo O
y O
a O
la O
gente O
Dichoso O
aquel O
a O
quien O
le O
dio O
la O
cama O
el O
cándido O
vellón O
de O
sus O
ovejas O
y O
sueñe O
alguna O
vez O
la O
verde O
grama O
las O
rejas O
del O
arado O
son O
sus O
rejas O
[] O
ni O
esperan O
galardón O
ni O
escribe O
quejas O
Salen O
Salid O
allá O
Poco O
a O
poco O
Despejad O
la O
sala O
os O
ruego O
Que O
me O
tratéis O
bien O
os O
ruego O
Qué O
hiciérades O
más O
a O
un O
loco O
Aunque O
si O
acaso O
lo O
fuera O
mas O
bien O
en O
palacio O
entrara O
Paso O
qué O
es O
esto O
Repara O
Feliciano O
y O
considera O
que O
no O
es O
bien O
echar O
ansí O
del O
retrete O
a O
un O
caballero O
que O
siempre O
yo O
considero O
que O
nació O
como O
nací O
para O
tenerle O
el O
respeto O
que O
si O
en O
mi O
lugar O
se O
viera O
quisiera O
que O
me O
tuviera O
Señor O
soy O
pobre O
en O
efeto O
y O
la O
pobreza O
no O
entra O
donde O
la O
soberbia O
vive O
y O
ansí O
tan O
mal O
la O
recibe O
cuando O
en O
su O
casa O
la O
encuentra O
No O
tengo O
de O
hacer O
señor O
lo O
que O
me O
tiene O
mandado O
Es O
muy O
bien O
mostrar O
cuidado O
pero O
no O
mostrar O
rigor O
Estando O
Alejandro O
un O
día O
oyendo O
en O
casa O
una O
fiera O
Tebandro O
que O
entonces O
era O
celebrado O
en O
la O
poesía O
entrose O
y O
entre O
la O
gente O
noble O
mira O
al O
Rey O
grave O
cuando O
Arcoces O
de O
la O
llave O
del O
Rey O
mancebo O
impaciente O
le O
dijo O
“Qué O
hacéis O
aquí” O
y O
por O
la O
puerta O
se O
entró O
a O
quien O
Tebandro O
miró O
y O
al O
macedón O
dijo O
ansí O
“Tú O
sirves O
aquí O
de O
ser O
a O
Alejandro O
lisonjero O
yo O
le O
miro O
porque O
espero O
escribir O
lo O
que O
ha O
de O
hacer O
Tú O
de O
aquesta O
gente O
altiva O
creces O
el O
número O
incierto O
pero O
yo O
después O
de O
muerto O
haré O
que O
Alejandro O
viva” O
Pienso O
que O
me O
entiendes O
Sí O
pero O
la O
comparación O
no O
cuadra O
en O
esta O
ocasión O
a O
este O
hidalgo O
sino O
a O
mí O
A O
los O
dos O
os O
viene O
bien O
que O
este O
que O
llamas O
hidalgo O
si O
al O
Rey O
le O
sirves O
tú O
en O
algo O
él O
en O
mucho O
al O
Rey O
también O
Porque O
tú O
el O
número O
aumentas O
de O
los O
criados O
que O
tiene O
y O
él O
como O
de O
reyes O
viene O
el O
de O
los O
reyes O
afrentas O
que O
en O
echando O
de O
su O
casa O
un O
deudo O
de O
tal O
valor O
recibirá O
deshonor O
Qué O
es O
lo O
que O
a O
mis O
ojos O
pasa O
Vos O
señor O
solo O
en O
la O
corte O
mi O
pobreza O
conocéis O
Harta O
nobleza O
tenéis O
cuando O
mostrarlo O
os O
importe O
Deudo O
del O
Rey O
De O
esta O
suerte O
no O
es O
mucho O
haberle O
tratado O
con O
aspereza O
El O
honrado O
en O
los O
que O
lo O
son O
advierte O
Dar O
honra O
solo O
conviene O
al O
que O
muy O
honrado O
está O
porque O
quien O
honra O
no O
da O
es O
señal O
que O
no O
la O
tiene O
Señor O
don O
Beltrán O
ya O
es O
eso O
apretar O
sin O
ocasión O
los O
que O
al O
Rey O
